,user_embed
122,"0.18166668537790776,0.3006888797918602,0.4009959655655785,0.49266285363170254,0.03494880312089348,0.32189308046588866,0.417583957106074,0.19714123952976523,0.7962602370949221,0.5234566762553784,0.567399736309026,0.24352402919929367,0.5064042415216263,0.5680028310615851,0.6591419623191832,0.28937634440580795,0.39742432855089044,0.5684706555468936,0.3174191216766768,0.5426266847264024,0.31933446955214606,0.6048378056543391,0.700909349205725,0.47717946115846965,0.5145707066883506"
123,"0.3518792061947217,0.18277322751405714,0.42397227441530927,0.5270537120611115,0.25848270850630745,0.5919670843701108,0.12729953968107752,0.2873555861058509,0.25962331336419875,0.22093175030289441,0.5255939028336994,0.26323293420920346,0.09325045012473858,0.19526789203377543,0.4730765028067895,0.2392790690750509,0.4303108844118328,0.15440980893928988,0.35584902109116506,0.06266872029356084,0.1934505787872534,0.4740150150844201,0.35937769802622616,0.07458620847335323,0.40928594832727033"
124,"0.3549470430277951,0.6730201027660864,0.5851632090171488,0.1724340721673103,0.60147983038771,0.48522959659209597,0.2635802351532246,0.22810022232513782,0.8405407258869383,0.6837051098743071,0.4762076057612615,0.4025581521580148,0.46982777356761085,0.11752510159943212,0.2238966878077796,0.24518512469921297,0.43169071317878954,0.6185225696751379,0.3208559550178056,0.7680284949541851,0.5796865979305235,0.22389585327460595,-0.14406021912440217,0.5121749598843106,0.3412691745143492"
125,"0.4317437882370304,0.32437815312715124,0.5783689227926646,0.4138002236741778,0.3312116791301628,0.48920882516741976,0.6363339954244699,0.4414245483519589,0.5845213833139736,0.4154750431787862,0.4907898620026605,0.4194821158924859,0.39860268559276507,0.4622188562032411,0.4024493440170711,0.24893926460203428,0.3353647524093815,0.4108701372266777,0.41650581908555734,0.16082830328244643,0.42978967353861397,0.259452365954694,0.3756489771750081,0.3821533110453698,0.47606876193842446"
126,"0.2620134534119588,0.2598828282990588,0.3230260081236487,0.7017773350324675,0.5534238711475826,0.4704779514282719,0.5881907530108496,0.30291094693503723,0.5532503899945425,0.39371587855043055,0.6585405703194402,0.6880729931696734,0.5572494750031532,0.19517519267121877,0.48874344886183857,0.45189338924404565,0.05523495506854634,0.3200178446753484,0.1869487778172406,0.54927215925395,0.2273179281281227,0.5010647708728394,0.4417446248490491,0.14058203971742816,0.4144685399408845"
127,"0.516688984987887,0.3411466222115079,0.49802078154553275,0.4380090359832934,0.3681412594901409,0.5090575049012711,0.5645313710545562,0.41846381669106353,0.6286052061889764,0.340855853770232,0.44471127880099076,0.4390927985580442,0.41119865406607514,0.45852095427122996,0.4097013769632409,0.2704898491541918,0.3471751371841791,0.43985317551253234,0.32943724752412545,0.13076147018215237,0.41180979227844006,0.353899041322716,0.42179666826840106,0.41325279067410803,0.4506591908460796"
128,"0.36335096997641586,0.22869277936958476,0.26674440708628,0.1803799326483124,0.5331873002239075,0.41774823135611655,0.12598823706003484,0.47629974965516225,0.3879154580219944,0.33091743511366895,0.35660804906819815,0.23415785527997082,0.31154312453096095,0.16656480192681156,0.5342100490577175,0.513482565205628,0.38180139201028757,0.5181449642742801,0.40570904708525996,0.26645200627134846,0.38762971950151276,0.3353327887986022,0.2931062961010784,0.6220322323095618,0.1892742855447081"
129,"0.5432127056918852,-0.029440894812164053,0.7258486449791428,0.6979404568362577,0.38883676737868866,0.3576251108813756,0.44393056019320526,0.7664298062055745,-0.09570528800325603,0.2933554385389566,0.3737005985894244,0.3226979294484588,-0.173700187682309,0.04710541024920373,0.5550240486497137,0.6644636094637496,0.2952184795707458,0.23435511207660054,-0.5623093241230543,0.735806426818289,-0.011420653490373522,0.3376448556568064,0.4708900942926698,0.4361466285607861,0.27886572927909825"
130,"0.29888593060842783,0.37163477241355086,0.4835540361372017,0.5040015568548551,0.5075217719874531,0.21425325592628422,0.3982521562084975,0.35539360011866195,0.32703291587671085,0.21165475053035976,0.4256773310953066,0.43522706121536314,0.24472242961825746,0.2598861152310103,0.5965941839155601,0.38398774474970654,0.4104723963698655,0.33942429824379267,0.3614062422136267,0.45310360115481546,0.406562950436321,0.5825357357283747,0.2802672912564789,0.2909262938734413,0.49572933416354026"
131,"0.30459809660507364,0.36999677155621463,0.48799203331010055,0.5011386240763278,0.5099485308833366,0.21298563452988262,0.3978112740634274,0.354752988002179,0.32456073045572786,0.20951778501664928,0.4254234263563651,0.4318495107145596,0.24884906874603607,0.2623143359038721,0.5959607697051533,0.3790324666741103,0.4130151218948366,0.34065959089992404,0.35914450333642317,0.45393654191969124,0.40580317421246515,0.5839930739042295,0.2787365272940954,0.2911864480526226,0.4953868665247628"
132,"0.4088303805535413,0.422650789061202,0.5221643307771731,0.7086468245849017,0.23723810207071266,0.270759201975346,0.21320565612085007,0.6793299171290863,0.12803731567893908,0.44874077624139913,0.45381980952732065,0.38663991264675246,0.3294838246583337,0.5191968588286905,0.36440529060082755,0.1550498521029957,0.27287952515165215,0.34878690084024355,0.45141868253080764,0.4305838439866122,0.3834754666365808,0.4108834895032186,0.41814582409620843,0.11818022622573349,0.18625639362996718"
133,"0.3542333072474946,0.6438348548685667,0.2790225503259856,0.15096459898184214,0.1668186762629117,0.5314890217653669,0.38866939724883715,0.22686328951079107,0.6341022198954503,0.3806269852434245,0.12428892286443859,0.3903111526122976,0.37621673034269715,0.5115116342924998,0.32431699478112563,0.5787215976853566,0.2926060883515107,0.24814861684277917,0.42192073305675337,0.33053525933314165,0.4694825060453278,0.45840508473465336,0.4169371881084837,0.395558957958598,0.2883625584370525"
134,"0.3980922114954677,0.21072039202597853,0.26039165447014884,0.4630938477011793,0.5796382042473059,0.606320969134111,0.23407552708788243,0.48833264562786516,0.25294890752246507,0.41163113204111323,0.40670647870504656,0.47664124250634626,0.4171929804675335,0.47682386658548137,0.21691510724450846,0.28611382443444017,0.20935021491873076,0.3694616090418163,0.5052902090012653,0.40585499843074496,0.35093491313702135,0.39260889249032793,0.5072709015088277,0.25268487807488715,0.5236497941311393"
135,"0.13311691748800958,0.5052257780075894,0.24573682334879063,0.25807615782624105,0.6170011061668297,0.5487482373820788,0.29144118817754305,0.30488460337566836,0.3746652526890241,0.4690330337229025,0.5039345195344064,0.282521520620255,0.13214194322201114,0.49423982373700875,0.18859584592042264,0.4694421475437278,0.3423454699618346,0.3999879929528066,0.3955116220818394,0.439644876348451,0.4319324825453918,0.08310351701381682,0.6500577299564264,0.2686752140741234,0.4510058264688898"
136,"0.4949517932201257,0.22427268809370338,0.6967584882677552,0.32554035696697264,0.2810001267264616,0.5368953284511173,0.2836539023993759,0.3122966394810781,0.3691213320915466,0.480570682572523,0.6503907652283961,0.48576718080777864,0.15221867515887144,0.5145005045096371,0.31188372109651374,0.3967923046136358,0.2982009649600375,0.4030059092129378,0.5780183617407822,0.7788897078964615,0.6210246127359433,0.24645148033344927,0.26773407019901535,0.5163977298272315,0.7299622424134984"
137,"0.39184202759092546,0.1824245783802999,0.5567186019804587,0.2579988993805894,0.2243443679769067,0.42769725926234253,0.22899751193935386,0.24976439789013147,0.29797851642359874,0.38469087359618215,0.5216986246266495,0.39019712333999823,0.11993860796167699,0.41395463110909586,0.2504943761782824,0.3207767778350785,0.23849044155621496,0.32122908594902283,0.45890606106604853,0.6222075456927316,0.49511177565578224,0.20300989684403475,0.21604831250844891,0.412620559834835,0.5831660515082188"
138,"0.2522317867500925,0.4694712948356257,0.45048394915845963,0.3002210838876452,0.39924284831816204,0.14422051455024593,0.5739680637454981,0.30288308973750183,0.36605130588284673,0.37133334993422235,0.1686656812667277,0.5575605521675451,0.6162757613892008,0.4901849329608997,0.3731982561039212,0.21679145239486475,0.30805178557823126,0.18966166177526075,0.5467647740787056,0.6005716987065807,0.25282514843490017,0.3935484650955454,0.5406312346740859,0.19393836103350337,0.23399935979712733"
139,"0.5653262200261449,0.23117408967060507,0.3225926936927253,0.41272416215101737,0.3401223513298627,0.26151474122231083,0.5300091614213798,0.8649362256239542,0.28054268545894057,0.873219591895143,0.3256837790289644,0.23368259513380102,0.9378605789665091,0.7510227709124775,0.062319898336471564,0.5650650593295992,0.14557528226915742,0.6311758887765546,0.7585855287619683,0.4616014578892288,0.5939532080086467,0.5303031204550605,0.35077889162107784,0.5634203953203101,0.40265193642816155"
140,"0.37622331481425186,0.41140507975413715,0.306995454250456,0.6579077668188662,0.33685746061206434,0.3470339579321883,0.32099056384062463,0.4889907075829861,0.25032928552443323,0.11157603582595439,0.30063528370773795,0.1258284036635639,0.34203625610413735,0.20492950440233995,0.45150223184266913,0.5972826439877448,0.11344348503672273,0.5484696907958808,0.380286776869394,0.09750240544526613,0.085791860261675,-0.05678950940896566,0.31959667715823037,0.18502398633927034,0.41611631550615863"
141,"0.2600606706086544,0.5664625801123802,0.4680576861192864,0.04170282728397709,0.4434007910044406,0.3771960146172145,0.20522111831285544,0.15217522389930063,0.763448165080403,0.6447450478623773,0.32406353489099937,0.2225228623040788,0.3459824135728045,0.025200229079697774,0.16913484381003435,0.061909949721236125,0.3880716802066462,0.5097087551469014,0.11935875350854548,0.6370592081448629,0.4742864884444537,0.06684762222185793,-0.2221173801475646,0.4408384607279967,0.24375611605455294"
142,"0.35434221944822936,0.5396184111416882,0.5190022461870143,0.5801654690831591,0.43089089191882124,0.4143391777126566,0.26945001580644673,0.4445858017764209,0.5136802430529449,0.3833267092304975,0.19604916055366053,0.33836007563682624,0.37361089214001536,0.40539407484104545,0.4270032530634203,0.2919067889170846,0.22744123965867585,0.4128000641723272,0.3569542381674303,0.5206800652391693,0.4194317781824337,0.3216856151562649,0.5340215592432969,0.43341050715669616,0.31129822884840747"
