,item_embed
122,"0.9295494991017661,0.7572940049203091,0.2197233700795015,0.01949584590257014,0.637996244414389,0.03536494025892267,0.614621705708929,0.7483698688499006,0.18546156915977985,0.41074563588872803,0.6191742277698968,0.7186315128643708,0.9963574307554489,0.04005686487405469,0.18291338493594855,0.7285748102745362,0.11791767828447475,0.6683656254305474,0.1388534303827228,0.7775181599058598,0.11823495431562392,0.8068230793878417,0.3410952467532081,0.6515233909317288,0.2990318548465475"
123,"0.5344224737081216,0.4882831835006372,0.2408549888756423,0.5974925505690234,0.24119046380249895,0.6500876376840239,0.4147619387447802,0.2228358840685465,0.3273135339706361,0.5943721385431727,0.44313277376688975,0.25819429480598716,0.5492471549878553,0.4570256618302285,0.4861625573792685,0.42456976115725714,0.3875459569484577,0.13778836760658508,0.6774943266358164,0.6325130315639618,0.3707645447285713,0.4239532307736062,0.6580196153015242,0.5501183225561631,0.5043475711350317"
124,"0.5709706889725212,0.11239199320546722,0.8826976116276217,0.9102377680848963,0.5433487612605494,0.0939622591631607,0.1795342089659433,0.06267433931837074,0.3173221473575837,0.5519161328579986,0.72445574422966,0.6171313469549776,0.3832087779901413,0.5779420122647367,0.22847917469708678,0.2697501878594549,0.38067589150432957,0.6227024363235685,0.5360378223257174,0.27469403892414057,0.6879813773525753,0.598191549746504,0.2950698908124375,0.5363632650297048,0.7708563769195705"
125,"0.34174284954207296,0.6155179276074491,0.42853364358130974,0.2469121881782545,0.6136708884362334,0.28579777272010687,0.38756338494276804,0.3099622035647848,0.48727805251858675,0.37389506976042,0.5905030517522777,0.4459828619050716,0.5079632880796778,0.4372701618803418,0.2483357704349946,0.5511237712897304,0.2629138850284747,0.5022563894382146,0.611098859608817,0.7099798923145808,0.3385792944295671,0.433770465235085,0.45448049735624574,0.7019984235291343,0.47193889821729285"
126,"0.1645752014334042,0.41462520574990946,0.5290856374487221,0.5700272230736677,0.615720054603096,0.27917911528132816,0.27641795580585793,0.20661375657489817,0.12273833960348395,0.36565400460708164,0.36632768564887336,0.18490092944157763,0.19221770626311313,0.2412243982775616,0.3493937528072847,0.19059903118257845,0.20670569869176086,0.2393041258679253,0.32412933584307096,0.4332257727622081,0.352344017742332,0.38607607419111034,0.2812857128785191,0.15244677477386903,0.31240439457118513"
127,"0.12256657734309362,0.12190660206636762,0.04859943631813466,0.10823346504102611,0.11978676786838403,0.12685408712752783,0.11792763165846926,0.08667362512868912,0.08756814457696453,0.07100510022057192,0.07604165674357512,0.13898913199362006,0.111723344254739,0.10119154359931694,0.11994276077491411,0.13072819563239885,0.06798890434194658,0.09658738113501654,0.089765092104147,0.10953908333804124,0.1386703095788962,0.08902405119886371,0.12418056221595904,0.12601810410080344,0.11147990708868856"
128,"0.5078539165926498,0.2541520887341662,0.4416520765608144,0.22546549489803314,0.35315723392712495,0.38594938594677297,0.5889378391557348,0.24982642170141858,0.5426447240831072,0.22335709453371705,0.3648063761007753,0.4120959639079932,0.2054569916184053,0.5114437705055617,0.4361953686950236,0.47589241616175426,0.4186339404152763,0.38077442524765504,0.5316338737066917,0.40610852292699146,0.113093997834079,0.2603206428149089,0.5573315927495003,0.3555845282299217,0.2923515660239789"
129,"0.45289731669170935,0.19477588102085477,0.6502963387192889,0.38288323744280894,0.20748885099844305,0.3432594005338295,0.4356842252919994,0.461239591880557,0.3914693728756653,0.8474011102394939,0.7099028975098792,0.6820745165580656,0.18200277728101896,0.29333071834122215,0.39693581955994384,0.3891210434819654,0.6637288988440299,0.6220185704478612,0.11316944314120994,0.5699633988228904,0.31116109277823345,0.2725662252204453,0.5532777470151266,0.06839231073220527,0.6964313696761725"
130,"0.24783793221509037,0.5621456836773672,-0.04199437474607799,0.2116042998054619,0.29636731897983415,0.33939265310267847,0.4289464797498525,0.40378162789992944,0.6217893219006937,0.5298207679761979,0.367857161475938,0.25425840945042866,0.5993389743859882,0.5755880783922545,0.28278482777047503,0.15642013160927185,0.34832759981066125,0.3894471914789273,0.8571230125922555,0.0956254938820325,0.6744372258366842,0.5232464289190891,0.4110007985466475,0.1883141603206833,0.47899388443066343"
131,"0.48220883649646,0.10555066707863278,0.3127056180169992,0.4168118953420166,0.30826009470752136,0.3376345249538883,0.4124952061962746,0.3573393715594231,0.2626012465780959,0.31323350951605394,0.34200403031356896,0.295160491020913,0.3250838310714945,0.4845640137147879,0.39363283556959605,0.1315176519180387,0.309551481235364,0.5560424245990893,0.1923909885011021,0.41310751621796876,0.24608813367574703,0.21199535917701426,0.5902168930734998,0.2618016980607591,0.27709281667570973"
132,"0.890421527911102,0.5985134074839247,0.8698907048567318,0.9324289059756038,0.2411608115966658,0.8064532973307488,0.5202025421444606,0.06093094157397083,0.8103110701377123,0.32367246573813435,0.47167692461811017,0.21635405876933578,0.6368700261320598,0.7361266286938387,0.950161956736477,0.8752415840695569,0.5593666806912043,0.41352804765556794,0.2793118645493122,0.5551946905374237,0.9410883379739997,0.007544890390415726,0.17653489672759715,0.5979256893205722,0.1811596608936039"
133,"0.3535059869301083,0.37518481268244713,0.12749815408770057,0.3293580088333607,0.3578559927543543,0.3681866554339952,0.3691427398935204,0.254048193145994,0.25848651825540236,0.20579964119097105,0.2201703121178889,0.42378316709647745,0.3405330839891747,0.3119652602873906,0.36650938931630345,0.39745168623275223,0.18817278214897643,0.28075865307921527,0.2725445649230941,0.3313168131654841,0.40836908652014264,0.26687209778431753,0.3685029485077108,0.38737578584808596,0.34545443944506604"
134,"0.3545005020432549,0.5681720741196717,0.2523010587292593,0.4965695793286879,0.37659655443226375,0.3271905135435016,0.3003447455086007,0.31106909773653896,0.3004570274922088,0.23524030666792614,0.238779072183497,0.12962082178610118,0.2172942715406443,0.5667778921816501,0.5449013678649405,0.601128861053383,0.4635001296418454,0.4993740315518123,0.31035520285438944,0.4880796380172204,0.2716116793663071,0.3561566803245444,0.3665249177484159,0.3713758406887526,0.5269135932271489"
135,"0.31880427296093417,0.33526906423056557,0.3952293956015382,0.3662317305624587,0.49441203927774874,0.348254832131273,0.40804510134596084,0.20968070000090808,0.6023564160722971,0.3738496799098123,0.33549039613832426,0.335603903847858,0.3773789562085534,0.3700872699250892,0.37056409345723884,0.37134190695598945,0.11748131496518667,0.25957093706450934,0.56971357757511,0.425536775704515,0.2930933363843457,0.34166301104526214,0.44705176320761175,0.5071517214856235,0.5128795550861228"
136,"0.23198986657104803,0.2349749728064543,0.5420915702325032,0.45085928705815137,0.22798267531955954,0.3113693686553232,0.40116772140920065,0.358406895549105,0.29157388562490305,0.5707232686898088,0.2848391751079766,0.3959789001800812,0.30072768574623054,0.2785116591715043,0.24303344907572513,0.4858248580061341,0.5076152941208645,0.2655870896370481,0.21261482706188078,0.4678926247126355,0.479023418272008,0.4982598539436993,0.17187040298255613,0.38192411097781925,0.3514945107144807"
137,"0.3441042486341709,0.12569315527709224,0.43799804190423286,0.04013510802357556,0.04862657054300845,0.09605331069237932,0.38744630224856147,0.28475612878075396,0.9293136980895177,0.46404269785259633,0.35205995602482876,0.7168243186272787,0.28561019833237933,0.9706290897262054,0.937795604321221,0.18862601280267777,0.9821918857904676,0.09968002662921804,0.30170659551356693,0.7796333036131533,0.20496324817416034,0.4775765087705186,0.669807878670572,0.5364780237020113,0.1732174558243218"
138,"0.8106252662504537,0.6673526626801035,0.5693880558902004,0.44644850117283896,0.4753527200035816,0.4500476961092759,0.6630354712754138,0.37572314440474264,0.5425658201036919,0.5984308498701842,0.8312667554820917,0.31365082575979203,0.48540881309900474,0.5696435394487042,0.5099746402324649,0.5297236993806305,0.5309908546419796,0.6501577793620206,0.7047904543297223,0.2820143401746934,0.6251618365521396,0.19207569307136899,0.3423473939810111,0.30495067366043843,0.21908855249050316"
139,"0.4539346645161168,0.33982348920790306,0.5887053516439821,0.40483713396821336,0.557588853860011,0.42693828115850635,0.50596080469985,0.3162689984867267,0.6545622136885095,0.667501483253378,0.5419563871590348,0.5648198251369696,0.3829237798016818,0.4060757371540131,0.44155780344096285,0.4972702628895204,0.3104767316635,0.4354642030188315,0.5327762411650689,0.5751010425069032,0.3612560652622223,0.4285479637519978,0.6251355606757741,0.4859666995254837,0.7334758792671305"
140,"0.7589246302410427,0.017311229381638142,0.6773513819899932,0.31632715684785745,0.5246647611019031,0.5144031983805718,0.6171329206308873,0.18782253189707365,0.5924097685157673,0.6670851389704061,0.47516497590242446,0.5338924060488605,0.2648643558157492,0.27402237818194103,0.5243692384599433,0.45087309583449164,0.6812634352703939,0.4407938021827421,0.393625862926905,0.49598157551533045,0.3596331591367958,0.31742720722065404,0.4350434742986704,0.08894086750371603,0.6651771077306171"
141,"0.06137111520687647,0.13605267930852064,0.5430637044182668,0.36542362598089884,0.09235138839522836,0.4937671302104817,0.16984402771745755,0.5862861330896111,0.3230428786981218,0.6021947258023744,0.46454754862071657,0.24752669446904182,0.18965865670016505,0.4301172737181999,0.360450977482571,0.455518830405795,0.5021509390856688,0.3881942327295066,0.47178805194750245,0.4953245814447508,0.32588868849707914,0.48121987920262854,0.3991066019119908,0.2819811558679868,0.40584316956160604"
142,"0.3990901355252096,0.3386853763857198,0.32549609232139787,0.2927355887347221,0.28364537861870237,0.3546786046804745,0.3294916240828173,0.3276116788106076,0.34058960094681273,0.3696143227749973,0.41929780597524924,0.30922409864589223,0.21327487025237557,0.2292337709533753,0.3153428366068612,0.2998497087275802,0.24229680731577932,0.35822076387442425,0.12160181767266805,0.5052300607330084,0.3251505443349393,0.2627579505670256,0.23224548513601725,0.3495295071364814,0.2147065106554168"
143,"0.2865780824188645,0.1604672613878957,0.2857525000228388,0.4092677246474831,0.3961922807867758,0.3259048816800437,0.4083435815388782,0.49619193059587496,0.21149995481458408,0.13382194863472352,0.34509625450160136,0.33496920838771604,0.4144382376306447,0.20137677331308104,0.44582828613842823,0.17132034674723945,0.3361973883984459,0.24256881880119147,0.1981606321175157,0.4223894693263516,0.10453341825741827,0.21798925629702304,0.4512980369802166,0.225674636357633,0.259930946203197"
144,"0.3907291788311481,0.24203888258060727,0.3486898116017605,0.3288765976377539,0.4236806193046978,0.32938500973514684,0.45301012477080776,0.4026161611481845,0.3719478735341783,0.34707627697995164,0.40311139644687416,0.17711228856836872,0.37650977774484706,0.31055192658293423,0.33400655214261515,0.21165125908522747,0.4306629441202029,0.09940545380199015,0.3162773264003576,0.16801765758632575,0.20285324604616756,0.332318528558237,0.40100875777158024,0.2344178517760497,0.38900794062821326"
145,"0.3678488901857401,0.11934919438727742,0.6164650537760453,0.8097948658133092,0.2091105109480944,0.4906821131766157,0.26841044487738797,0.8193927898777512,0.2977721841482369,0.6149004710164997,0.7278169051025994,0.6172959894806292,0.3496200099091853,0.9348020672106988,0.8158439863146415,0.3664670410182299,0.8318523455861558,0.7424488973453962,0.7403672094693282,0.9896324754658483,0.7862147811898593,0.7699629471280275,0.8910008738092118,0.18136482811549814,0.379735299104909"
146,"0.1606321053314202,0.3139337997779044,0.09858183835447545,0.3339023451653734,0.3685515693400739,0.2964302392643708,0.3568792812439639,0.45057073205052117,0.6170379957483985,0.4345779763170696,0.4055122685796081,0.39919723009936753,0.4399130192570549,0.2191188770904992,0.5417111438264559,0.18751738536197998,0.5672651082908722,0.5788888089157017,0.5501928860532966,0.38359184500551646,0.4004862481404248,0.3409173287981998,0.1913747747406139,0.12351377380659787,0.539934600198686"
147,"0.38257503206791293,0.5551361352889338,0.6870889202882442,0.5138963360597297,0.34179377129981287,0.31994321073409676,0.6216195909241883,0.2656457310398248,0.30290494638590604,0.40934236495225884,0.260282029167443,0.23231108427023614,0.3544879525704762,0.5103079897003354,0.5958607607052359,0.22769488553177622,0.285885790616581,0.18264114307394164,0.35202220896916414,0.41267256778199585,0.5549832673620655,0.6109221733638054,0.45912260871914146,0.26741261529629534,0.31652445276705105"
148,"0.19390097415159113,0.3190004068667401,0.3251087368245102,0.271460001776277,0.273828342570213,0.19437659644736727,0.42008955083249233,0.25550647963900286,0.41299792600651014,0.2689972421818485,0.3353176985901605,0.29861840021525504,0.3248377268444279,0.3128812652714646,0.3042746084038493,0.5567239599366811,0.3597872297976105,0.27510542474105887,0.36184518360787893,0.38736594513283235,0.11472619833673672,0.25134844853858584,0.3922213059831954,0.24959698710919603,0.40390646726882173"
149,"0.10411765626865599,0.06283288961409084,0.9256442400099502,0.0702927644841791,0.5714412466011689,0.8288332193144843,0.714673754729678,0.3926967912006156,0.9278018967290588,0.7813160338071287,0.2324815483241074,0.7294925089678966,0.5322639815715904,0.6467311500497608,0.9886050496236276,0.47512617752605546,0.29825916323724244,0.12480898107828908,0.27334851206419053,0.2663320446533656,0.3552294273263036,0.3623804603440576,0.10638852855406256,0.06620946605975486,0.9513906746821986"
150,"0.10585368939902776,0.6023081954479029,0.06622384211166875,0.33996088058212687,0.07323629715387836,0.27335876169280693,0.20756220732633263,0.268885416719583,0.06623672707417395,0.26470479452385776,0.35084536621810547,0.29006409645692044,0.3983447101431169,0.352071592208704,0.0751049041908456,0.2562978710299898,0.20807400981114596,0.34812437835275867,0.44255978642076116,0.017279554901309398,0.15847928099934563,0.32778395091473,0.13868493629713952,0.10748024420813204,0.2633134890038406"
151,"0.3562235049119033,-0.20330986715842997,0.23091938186344715,0.4734295831715822,0.2879026291150401,0.3119893637744487,0.5444080094633585,0.7156281703475177,0.14945427226218155,0.3798868129836716,0.19784412885878577,0.2583508135937503,-0.009908129415720805,0.16450604131531343,0.38945529561893083,0.30143504518129205,0.3836994098361111,0.17307044133785704,-0.13596010582731746,0.4447071884891556,0.3072240364987932,0.1601355205409999,0.4682647110112277,0.059956681430101806,0.41716464401269443"
152,"0.30239979314392695,0.43520126973569595,0.7241230663867979,0.950939074311908,0.4615883879163054,0.5797232304898944,0.6829070975996214,0.9981217204205705,0.535241055891822,0.1254447618769311,0.06586573580032584,0.17697540851497517,0.40686475598702987,0.24635501977333063,0.7580082704329453,0.7000983382092563,0.4881330310363542,0.6967439781001123,0.9634836467902104,0.06572945891043325,0.6944408272816328,0.11169003717269288,0.4138769596186128,0.9894463135030371,0.2074563171087077"
153,"0.42879488803285115,0.18022456520049868,0.057620317179616506,0.35482191178029227,0.40523426409548746,0.19122706063630696,0.5628600341851933,0.20665252883863594,0.458602052579637,0.2100930817467227,0.4055299441880432,0.38382612572614366,0.3608826973194836,0.5651317519263079,0.525543309898797,0.3363369288342896,0.42483917708484603,0.45336398504483216,0.5853758909373926,0.32397058718345484,0.4966109092711594,0.3116964528230693,0.15538073056024132,0.5378560921673576,0.43391483316630497"
154,"0.5518206212035455,0.4518959350981281,0.07177096966553796,0.48094643079243055,0.5418027343874621,0.29811424144814874,0.2621421965956715,0.42964570909028277,0.44246399301226647,0.3587451163629147,0.15278182508091875,0.49545933824499166,0.45890162536613793,0.3184906153475395,0.34075747924592975,0.2705123357925976,0.42462341857811176,0.2734178555530478,0.4117501408342839,0.33969360645653063,0.3972010112557052,0.3353475628707501,0.5640328003503507,0.4448311422976467,0.4338713023940521"
155,"0.6705529843260406,0.9044041496136822,0.3491436799385309,0.9077212047927126,0.6286899845940069,0.019335087175853194,0.6772876482518868,0.8418842219494163,0.35656176717908583,0.49077497795431524,0.35290905688890684,0.7799412358539535,0.532286628082957,0.6756225701891284,0.10187663732910035,0.06420928300056405,0.8073555976510374,0.5089440753376149,0.13828124527479846,0.18172851126661094,0.47230988117271966,0.7766331383662249,0.30076730013127406,0.8916239579149117,0.1761729182161793"
156,"0.4191495574730776,0.27816345554131666,0.39164390623315976,0.38291736125440207,0.7891608910644288,0.4073849990299838,0.5121156493273392,0.2129051281832535,0.5980833190534229,0.49473701387776176,0.3222788285306768,0.4683671379701443,0.3316559771214855,0.396823678965975,0.3405498751886366,0.6169709848200744,0.020223972446691246,0.16615063123271973,0.6655650857197812,0.396824587696463,0.361843543314425,0.5822085098936286,0.7079590746386755,0.604602087383004,0.8103928536022419"
157,"0.40196950818747273,0.3805450535017951,0.4697074530818734,0.38842361677351867,0.6943983003660794,0.4436349130294484,0.501509454530601,0.225376892179235,0.7210921352710058,0.48100583217014536,0.37706898722098575,0.4336126496909712,0.4638294330073873,0.4331742242672981,0.4212400803841903,0.5081637074505696,0.08251460596914836,0.27366064762421444,0.7019288552496724,0.5196136311141716,0.3575946604865032,0.46068218873888384,0.5906509552920638,0.6634917383028106,0.6662914267769086"
158,"0.07885327161978105,0.14473661953592326,0.13360280909745736,0.060963890869504954,0.08704196938669087,0.08104559181128555,0.11053836059836497,0.11940595839538812,0.06546289737987095,0.11761154442274645,0.0914774967228914,0.04809103331370443,0.1489890710867264,0.05912467506770972,0.08587674188677312,0.09451434969318456,0.0473883781342105,0.050039723477896425,0.14782181358065283,0.11985584672470083,0.03364372809009326,0.0935949320073694,0.13624083699457382,0.06755889338352075,0.08798686245318581"
159,"0.1431822105016809,0.7316823502386196,0.3108134688256349,0.006928839523966834,0.3634976606640984,0.6815952856415659,0.5374372663599628,0.874996375140483,0.5190461215008293,0.02405052550219533,0.5974274682200138,0.09190734093234476,0.2849116307432722,0.13878163213437156,0.39239824308059934,0.8668589175497848,0.0246706834643734,0.4398260859215054,0.9484644398479442,0.9618651855945111,0.22952845657894005,0.010043740548129954,0.08881410312725169,0.9311672795020018,0.5971923816842986"
160,"0.5083098422933439,0.2634867531740588,0.855923611636649,0.8125631204764345,0.9032515327175706,0.7115593760804674,0.4268206522185485,0.031251411303476195,0.7917489258271917,0.1560690577045083,0.5504100541572223,0.11362891797432262,0.7561720411510733,0.19200998860692653,0.7543911210256211,0.6371150781395011,0.26937223229794305,0.6873735435933702,0.7930271794998653,0.3712477657595358,0.44645396607936016,0.4232114877353754,0.6924278682332021,0.02041638122159173,0.47942729120663974"
161,"0.21607492783474605,0.38966167387103473,0.31754360902516704,0.19589690049399217,0.3683986056104909,0.1560286993685031,0.42763041909790694,0.5257157037351238,0.2826310466326795,0.5301391158817984,0.2547789173881258,0.19442003091331392,0.5441832402329081,0.4736780268318387,0.4751262324520832,0.5478623227336172,0.45340495885682536,0.40413308641857915,0.4237316310834098,0.3514893576182077,0.2424661670216936,0.46280599570772857,0.38209904406814116,0.4986274570692222,0.4282060098932701"
162,"0.26372931534398186,-0.0060733031793719595,0.29646016209396164,0.1971225459816519,0.6455974990912501,0.4356515798637076,-0.11823666707098089,0.4045994128676775,0.8334340837432563,0.2816174430922041,0.29585818616447207,0.3589085825656098,0.3330468983484941,0.573143754777678,0.21304852420083376,0.603527914192358,0.017764900095248184,0.6443048699228137,0.39154838905501543,0.37266352998589286,0.4492066882157411,0.4302072549575657,0.6445780804455181,0.38536234655254376,0.6850885426923486"
163,"0.16150057670961834,0.21697709564688458,0.15819460525585066,0.13511098414780454,0.21186962888564972,0.29220807227146006,0.1812598335273207,0.29801324588815387,0.03764643433459631,0.1663503474699622,0.2922059093987316,0.21004732614843857,0.14164908618842367,0.047222167111583814,0.2570646394981684,0.16189067264071452,0.19465119023114522,0.17604908589371865,0.18037759847728338,0.17236809391913122,0.11086625634150932,0.1398111348022252,0.2040735955844817,0.1899603344504321,0.11994498022777574"
164,"0.28818803016821676,0.5627545218942426,0.24941995784094823,0.47600195135077156,0.18048842879249996,0.3162974973835171,0.2661432499826291,0.49179382494323826,0.2777022115822003,0.3623757906339412,0.48663038430013766,0.3520457015011648,0.554747549516132,0.5197500754586921,0.27002350180701284,0.2628790835708452,0.2785308517091863,0.5142765190599917,0.4387871945237537,0.2561740779949544,0.3002410392005492,0.34934359589243824,0.3174798001295761,0.3967050906457221,0.31411555870742014"
165,"0.5313583766044883,0.4824489394065604,0.242505157829664,0.591882436788563,0.24031860168396937,0.6497209945586662,0.41223227818507874,0.2223395280529512,0.33047053526580045,0.5916455078304494,0.4476539180764595,0.2564374708657243,0.5516743107328157,0.46103187984337946,0.48112504156355196,0.42168406601487696,0.38819371663356567,0.1373146711814407,0.6776638773088854,0.6314940838917921,0.3737898907534322,0.425614995819109,0.658947696014558,0.5539512303941629,0.5098078289309343"
166,"0.30838563699723115,0.4679940414142299,0.3453579115041953,0.21127723540256915,0.5366014733262386,0.2841941707816254,0.25353956214741846,0.270744963417704,0.3524482458110616,0.37971008089689484,0.5099429589131429,0.3058872422499002,0.37975029354868584,0.30895382933392906,0.14760728419705038,0.46743649671546444,0.20255791693629335,0.4073096191058058,0.4787325341947315,0.5408204081938714,0.33266826445654163,0.3993967109806018,0.42148821119229773,0.5082475891994918,0.3217650894013394"
167,"0.9670297114570554,0.038891702135288475,0.18396103756631,0.13925315334024135,0.5189450984096758,0.9289958917153274,0.8494331977921613,0.20809821277516682,0.3381881968517746,0.5067613726718233,0.03968176018842806,0.35989251592296834,0.2823482631729899,0.5514893874981251,0.6935524630432089,0.8199052492346903,0.01012398004459214,0.22962904134036388,0.4054391777707156,0.20666696482539504,0.10118984017605603,0.9609326518180732,0.1687559330333409,0.2743052849099298,0.6523852556309138"
168,"0.6543509116763678,0.2940631360183938,0.8237280231175118,-0.17552475408091692,0.3761834891567052,-0.0434484185572784,0.14111834904883536,0.15219138028753687,0.7289157366351089,0.6953031614100887,0.49671548283020206,0.3174282958366234,0.09725153310977137,0.07555469439430551,0.43104474408462806,-0.13959281085946165,0.47905115457007985,0.11566672612960176,0.30463747384334944,0.5350338215633659,0.7139375762905367,0.5202465575733585,0.657683566204843,0.5331647739166242,0.46345955912277637"
169,"0.4662428350539516,0.587352016497344,0.45944290093369555,0.44122301898934957,0.4503060504290584,0.5391489990124033,0.45534358497297606,0.5248227439477324,0.31396947017414495,0.4901469854190328,0.39587438475693326,0.49823500715471936,0.45641585720940986,0.5208732573262455,0.37610153460198226,0.2660109724550567,0.34236073185620314,0.2028515036968239,0.5617898129534359,0.41486369908866466,0.31222226195293773,0.4434512781653537,0.6497761595154665,0.322885519780034,0.37866021990341"
170,"0.17044272658444537,0.2716236697904043,0.3640987924572176,0.4457346352483972,0.043523356021350074,0.28868995965119,0.3800009408814362,0.17960821404339958,0.7120464507585463,0.4716291680582585,0.5001247843599601,0.22493509849447021,0.4587556094958357,0.506059755848217,0.5855429930383897,0.2685018600381253,0.35543921929596983,0.5134490763822447,0.2830826174758495,0.4919085759082805,0.2858178307570317,0.53484367833383,0.627086282699469,0.4325101127627884,0.462186258969686"
171,"0.4761022227131121,0.25157853295988436,0.4218419185370616,0.39835062765914675,0.16678865104170665,0.46243514864815893,0.2675710051485583,0.463541687192617,0.4921011210050618,0.29188500241093135,0.5211216792715122,0.33738972397021194,0.514054509315595,0.5028543324503773,0.47326865635873155,0.13902566277197625,0.4475540680048558,0.5743908367271433,0.4398053385400092,0.4157400591386647,0.2300327824914608,0.14155518548551663,0.3087014160378807,0.3792117059926294,0.22815445000548587"
172,"0.4238145676304109,0.19695200092768111,0.5492690734729608,0.40173587012308626,0.8075244679857845,0.17527238313355517,0.2680219624145821,0.3879478932952871,0.5939172804829037,0.16238249567315938,0.8623320817070947,0.6478694146750386,0.5276576110673469,0.13058144085109746,0.07350156062292383,0.24429802854106522,0.06797203248468027,0.3406667194146734,0.09667193342897673,0.28004340413592593,0.2423054750271791,0.2250254530017926,0.31036054539729707,0.09664051174449646,0.20281830838767317"
173,"0.6053230547691257,0.9523025052200752,0.5949715536649645,0.5388339927392457,0.5994434080745024,0.05540541801054699,0.011352897436607834,0.5563333047358212,0.20937859048045615,0.9089699333629787,0.8865866877898501,0.6324885797069846,0.5665915967144342,0.7452525103830883,0.8633264685331153,0.44422339864611204,0.5024014148821427,0.5632683784986617,0.7564652724534914,0.16960673293238238,0.01768451733601273,0.6752952788493447,0.20327277408175404,0.580561778483299,0.5041848499123953"
174,"0.34739108123746515,0.42920264250540124,0.3547539749612024,0.6166871420372843,0.17395877344951274,0.479578424264031,0.3075665205875939,0.14781392807376065,0.7354762702312577,0.5306762593531732,0.10449043269940082,0.0889455338615258,0.7615963148340177,0.7542957635919892,0.43313457274671063,0.46561661082633277,0.7567695430837467,0.38510947975466703,0.4808583134262476,0.1951914238717317,0.8145227101245666,0.6276211843410054,0.41327426932311595,0.5222035268642702,0.38520750772906637"
175,"0.52653097320059,0.0437535378264273,0.5698195788468756,0.26112192363155823,0.3636886187751463,0.36154337292133165,0.44715441960925023,0.20435777881185807,0.4557876446344023,0.5950897909568634,0.43662641845229494,0.47453164791287566,0.19340928314484349,0.22046677792684477,0.3965618676965406,0.36022203079861537,0.5348235009257936,0.39970260929171475,0.2510889151821223,0.4427590962714232,0.27526814383404374,0.2423781751090555,0.39701386787771714,0.10062227023448506,0.5457847762763128"
176,"0.4976019852547219,0.2575590191973246,0.5987695992741838,0.7443742110869382,0.3659430719013135,0.8370930013663317,0.1784468416313693,0.40615218063759423,0.36423961102108665,0.3106321155955734,0.7420243567151916,0.37176835450426593,0.1298339782343967,0.2741038041867236,0.6672187232083944,0.3376390238543336,0.6077847612589878,0.21619900854960725,0.5026595816045353,0.08635724287006642,0.2726056425540721,0.6687959069452808,0.5059640190185447,0.10351621337920044,0.5774797088614261"
177,"0.3099301702379014,0.5954715407279071,0.519858308297308,0.12869520784264007,0.5259253452874528,0.42730012710005605,0.2328928362631141,0.19358711093528758,0.7693373589864401,0.6288504746252099,0.4093169567890279,0.3318108498371928,0.40928198752538075,0.0866844136823722,0.1955187127281749,0.18492337949743753,0.3858810669732949,0.5586692162998214,0.24894565918456654,0.697053938600376,0.5143240738996063,0.16651991906760658,-0.15750150837516744,0.46983737815236726,0.2956212530034719"
178,"0.7589470278887274,0.017467192755794354,0.6752342383851365,0.3158601799188694,0.5218650484625484,0.5149591947897234,0.6190110682288186,0.18913032745699468,0.589992267612036,0.6683981422943136,0.4725591962984649,0.5308653576959595,0.2651105386763362,0.27430212610830446,0.5212016623151133,0.44889185380621993,0.6795703223100918,0.44129691125527176,0.40057416317848404,0.49716777293750564,0.3542654086099688,0.3230135957919592,0.4334223500167019,0.0910417588570112,0.6676006240991688"
179,"0.4567013030805303,0.3538713369138206,0.6556873213170987,0.45067117117169647,0.3569325012445798,0.5348062045809924,0.7177451544507037,0.4917336864204743,0.6344761241648266,0.4746887562763321,0.5515470390597358,0.4579773646098861,0.4364451975775989,0.5102230371131004,0.4420946175906749,0.26960459434101114,0.36706465195271243,0.44637470375792226,0.4786362583815856,0.184030982444776,0.47761556328090704,0.2647833835457624,0.40369627862589985,0.4142761907626952,0.5304067204632078"
180,"0.2620560989018089,0.25987451598096023,0.3230433173854771,0.7017870988057455,0.5534542002113181,0.4705037977925989,0.5881989776776135,0.3028840957399838,0.5532450077200818,0.3937678797873018,0.6585590756774965,0.6880857808225987,0.5572618081469477,0.1951870365670426,0.48877559484989924,0.4519409373167063,0.05523273830231218,0.32003949779034907,0.18696191813225338,0.5492835632732296,0.22729359036479138,0.5011073989298522,0.4417394793255048,0.14058212113033208,0.4144855122160159"
181,"0.5885156841433739,0.37989342005419224,0.5310191502038869,0.4882420972498443,0.41423821262270333,0.5656101111997381,0.606336409280261,0.45610975334541787,0.7028870905664739,0.35890749316122184,0.4800509737135132,0.48841227766610235,0.45599682699738264,0.5044891979395378,0.4533548865153101,0.30304596299744235,0.3853926634503561,0.49135313715406875,0.34353691985433404,0.13737799826024275,0.4497212971075553,0.41134003008172665,0.4753097842414132,0.462538565378184,0.4909835085114333"
182,"0.309787956172003,0.19421988611141597,0.2248089416769928,0.15273575828603034,0.44835954941934486,0.3564574158505127,0.10678091058284161,0.40633522394384597,0.3308112664823248,0.2824310678230041,0.3048540749269887,0.20058606575763394,0.26247512847223586,0.1406079029142619,0.45202871389322763,0.43465579057458337,0.3218154850006235,0.438735730369997,0.3456256996396882,0.22695276443811396,0.3266436077634739,0.2841482448552763,0.25209807568281123,0.5263936428847251,0.161724266422309"
