,item_embed
126,"-1.2259993e-15,-2.2721484e-14,-1.1286163e-15,-1.2170352e-16,1.8166885e-15,-7.953675e-16,-2.0791722e-17,-1.08530795e-16,2.2744797e-18,6.350203e-16,2.541879e-16,7.4401924e-16,2.1138281e-17,9.941875e-16,-6.0851016e-16,-2.8391832e-16,-3.9924822e-17,1.5959239e-15,2.77999e-15,9.696269e-16,2.1986314e-15,1.5046034e-15,2.996147e-15,-1.0353175e-15,-8.531664e-16,1.456596e-15,1.2423595e-15,7.1122715e-16,6.0576805e-16,-1.162255e-15"
127,"-0.01726914,-0.11310343,0.14399384,0.07243886,-0.009335938,-0.0815592,0.10402333,-0.19021694,-0.020052828,0.14636606,-0.12042866,0.06302757,-0.07953666,0.13539073,-0.023125095,-0.054908495,-0.049952623,0.098303095,0.19707239,0.11746058,0.027711239,-0.0718766,0.061901186,-0.11454423,0.10860539,0.104347035,-0.17249718,-0.09515063,0.08542565,0.052083578"
128,"0.11021051,0.15729482,0.017491503,0.15656263,0.032109357,0.1510057,0.027671963,0.041412897,-0.16096959,-0.084419645,-0.17940463,-0.11610552,0.15292647,-0.025240904,0.042019017,0.023964535,-0.16201827,-0.10903203,-0.046591714,0.028624536,0.196824,-0.14515975,-0.042875167,-0.0053772465,-0.013768987,0.11930491,0.08141842,-0.030365901,-0.056985497,0.08957917"
129,"-0.006623902,-0.008026132,0.00060996704,-0.008140476,0.011627891,0.0014358863,0.0067061232,0.020025795,-0.030650286,-0.0058400705,-0.0004494477,0.011946099,0.016310984,-0.018375354,-0.015613898,0.016650882,-0.0008862896,0.0038197981,0.0006114357,0.00039879236,-0.008513151,0.0066343313,-0.00852788,-0.03182858,0.0023472148,0.0029163493,0.018259734,0.0069949375,-0.03466226,-0.011210393"
130,"0.13948397,-0.02630411,-0.08547426,0.06723353,0.07155343,0.09088489,-0.16941828,-0.01814455,0.07154519,0.09019831,-0.05129863,0.026302299,0.039821323,0.019980282,-0.07795724,-0.06352612,8.6812346e-05,-0.026134245,0.0948713,0.024099698,0.035632987,-0.11596658,0.088841766,0.060858052,-0.12119843,-0.06341242,-0.20151888,-0.0795029,0.30405793,-0.025774201"
131,"2.3695542e-14,-7.750277e-15,-2.9211686e-14,-8.7287355e-15,7.941527e-15,3.3237795e-15,9.387073e-15,3.7279644e-15,6.1148935e-14,-4.4873324e-15,3.383555e-13,-3.093141e-14,-4.529013e-16,-4.1911576e-15,2.8582034e-15,-3.7553507e-14,5.4410076e-14,3.039467e-14,-1.571863e-14,1.0341097e-13,1.9122849e-15,2.099773e-14,1.9456438e-14,-1.4124148e-14,-1.5300027e-14,2.0946388e-14,-9.397576e-15,-1.9242874e-14,5.0335438e-14,-7.254161e-15"
132,"4.686583e-14,-7.090462e-14,1.0722895e-13,-1.0854575e-14,-3.97737e-14,2.7652915e-14,9.4676125e-14,3.8893385e-15,2.654937e-13,-7.7074265e-14,-2.8907774e-14,-3.2253236e-15,-8.658289e-14,-3.478196e-14,-4.3391384e-14,2.3646244e-14,-2.1771471e-13,-1.8143004e-14,-4.4714222e-14,1.4742538e-13,-8.927982e-15,-1.2933868e-14,-1.0552576e-13,1.0596804e-15,5.2558873e-15,-8.324351e-14,1.2380609e-12,8.3403316e-14,-9.190661e-14,-6.776076e-14"
133,"0.022269005,-0.091186814,0.07721289,0.14612284,0.1320615,0.10800181,-0.14731763,0.007144885,0.13252522,-0.16555408,-0.037910964,0.1606103,0.17327161,0.10987036,0.009148378,0.09037902,-0.04734638,0.23842882,-0.07245955,0.17060612,-0.102672674,0.23322417,-0.2525382,-0.05840512,-0.20204702,0.01791801,0.10240263,-0.15155524,0.23271975,0.064669885"
134,"8.090215e-14,-3.6286803e-14,-1.5973307e-13,-3.954487e-14,3.070647e-14,7.97054e-15,7.58718e-14,7.331505e-15,1.01683046e-13,-2.1889562e-14,1.6968598e-12,-2.0192164e-13,3.6253152e-14,-2.5571455e-14,9.00538e-15,-1.7227947e-13,2.4822389e-13,9.9795145e-14,-6.985311e-14,6.573591e-14,-4.348168e-14,9.2284334e-14,1.1480771e-13,-1.3655173e-13,-8.5506445e-14,7.434437e-14,-6.601336e-14,-2.436688e-14,-1.1461628e-13,2.3235092e-13"
135,"-0.008057792,-0.0051150974,-0.00063434767,0.0012473481,-0.0021970267,0.0011836279,-0.0015193071,0.00031901218,-0.007169678,-0.0012723396,-0.007326614,0.022827204,-0.0019418196,0.0009647806,0.018466694,0.002352602,-0.001606111,0.00344017,-0.010396333,0.004011532,0.011511304,0.0068457704,0.0075313174,0.011189913,-0.00312898,0.021288654,-0.008703576,-0.0014664395,0.0010945966,-0.003487204"
136,"-2.7770234e-06,3.067748e-07,1.7909397e-06,-7.923545e-06,2.9585842e-06,2.5360168e-06,1.9578742e-05,-8.374216e-06,1.5527576e-06,-3.291533e-05,4.30294e-06,2.3999028e-06,8.5359073e-07,-1.6094557e-06,-7.1939503e-06,7.403301e-07,1.052654e-06,-2.499509e-06,-1.1020584e-06,3.015805e-08,1.5595749e-06,-1.263598e-06,-5.4418786e-07,-4.346439e-06,-5.1092743e-06,3.839175e-06,6.4042533e-06,-1.0331855e-06,-5.9300496e-06,-1.3015833e-05"
137,"7.8620026e-16,-7.699756e-16,1.0153351e-15,4.2333347e-15,-1.7309359e-15,2.6873702e-15,2.0069855e-15,-2.5983866e-15,3.28949e-15,4.1341213e-15,4.9447937e-15,1.4578199e-15,7.160303e-16,-1.7203919e-15,-2.930489e-15,-4.5369714e-14,-1.3685544e-15,-5.0657335e-16,-2.447737e-15,4.9709694e-17,1.800501e-15,2.0373199e-15,-1.750425e-15,-4.867003e-16,2.2252284e-15,9.769117e-16,-1.6119182e-15,-9.834102e-16,1.6441518e-15,-3.540529e-15"
138,"-0.4194594,-0.49807248,0.041337837,0.40792665,0.613065,0.36073777,-0.66952056,-0.40062112,0.04089637,0.74148566,-0.36902362,0.5607797,0.7463765,-0.6357113,-0.31691658,-0.3985097,-0.45772776,-0.5946566,-0.24339311,0.33100992,0.23026365,-0.37110844,0.7319133,0.4104332,-0.48292038,-0.7525869,-0.07283725,-0.29238814,0.6410565,-0.72531885"
139,"0.8865215,0.44407716,0.35426942,-0.16954623,-0.021894405,-0.07621053,-0.49121228,-0.4826835,-0.23004666,0.5011355,0.17786977,-0.096566685,-0.53640836,-0.79230875,0.5247121,0.19978136,0.43493283,0.7088504,-0.17546555,0.5460651,0.72121614,0.6031857,0.7522358,-0.31187475,-0.53324056,0.7271841,0.023149284,0.30548432,-0.16107793,-0.2084848"
140,"-2.574093e-14,-3.4584186e-14,3.2117683e-15,-3.235102e-14,2.1366114e-15,-6.418504e-15,-1.6545049e-14,-3.1323804e-14,-1.8915794e-14,-1.660695e-14,-9.503414e-14,1.8828448e-14,-3.7934794e-16,2.3973786e-13,3.6221365e-14,1.5179466e-13,-6.5869517e-15,-2.1816304e-16,2.38571e-14,-9.017138e-15,-1.2474393e-14,-3.844281e-14,1.4952964e-14,2.5625791e-14,6.599392e-16,1.7281652e-15,3.8771191e-16,6.111149e-14,-1.5891468e-15,2.1772987e-14"
141,"2.742602e-17,-2.4057536e-16,-4.1915955e-17,-9.767041e-17,5.4165115e-16,9.546126e-16,1.8765014e-16,5.2676906e-17,4.17717e-17,-7.883328e-16,4.1653766e-16,4.8578864e-16,-1.2668953e-16,-2.4673e-16,-3.5282586e-16,2.5802156e-16,-2.1458717e-16,7.6047975e-18,-1.7529324e-16,8.900867e-18,1.4664258e-16,-4.5564263e-16,-1.8781187e-17,9.5314215e-17,-6.75698e-15,-4.827191e-16,3.9099163e-17,-8.2665347e-17,-3.8794151e-16,-9.400562e-17"
142,"2.6387342e-16,1.3218404e-14,2.8912906e-15,1.1495742e-14,-2.6738873e-13,-6.5395484e-14,1.1539968e-14,8.922461e-15,1.3262775e-14,1.5059912e-14,-2.6204555e-15,-1.599148e-14,-1.6537004e-14,4.1761524e-15,1.9713562e-14,-8.7133305e-15,1.551984e-14,1.9270059e-14,2.4005325e-15,-9.289647e-15,2.3251668e-14,3.0240986e-15,4.7274383e-14,3.368637e-15,8.469261e-15,-6.349522e-16,4.9647735e-15,-1.0395116e-14,1.0889271e-15,3.5203926e-15"
143,"5.1302784e-16,3.1943415e-16,-5.6579e-16,3.3564356e-16,-3.9459633e-16,3.038241e-17,5.0187295e-16,6.7836455e-16,9.17233e-16,4.854094e-16,7.6554033e-16,-1.1229969e-14,-1.6209847e-16,5.1602703e-16,9.671455e-17,3.09271e-16,-4.2186873e-16,-8.730741e-17,3.5578788e-16,5.3269786e-17,3.4189071e-16,-4.928409e-16,6.710685e-17,4.54767e-16,5.047364e-16,-7.2848185e-16,-2.5552154e-16,1.1434978e-16,1.4031081e-15,3.540503e-15"
144,"2.1825562e-12,-2.795312e-12,-8.129181e-12,-1.863266e-12,3.0419983e-12,-1.04983e-12,2.1769981e-13,3.7601146e-12,3.3236573e-12,-1.3681878e-12,2.6999026e-12,1.0408367e-12,-1.1449405e-12,4.847002e-13,4.8461933e-12,-3.621224e-13,-2.233949e-12,7.7426355e-12,2.9949852e-13,6.056765e-11,6.3244006e-12,1.123461e-12,8.501219e-13,-1.9745277e-12,8.015378e-12,1.542273e-11,2.5035553e-12,-3.871758e-12,3.846287e-12,3.2663697e-13"
145,"-4.715654e-17,-5.381545e-17,-2.4741177e-17,1.2613475e-16,-2.0880769e-16,-5.6219096e-16,4.934879e-17,-2.6851474e-17,2.9861816e-17,1.2358168e-17,-2.902547e-17,-1.7693757e-18,-6.732531e-17,-2.378313e-18,3.0651813e-17,-6.0410373e-18,6.906381e-17,-6.4966765e-21,-3.5122092e-17,5.1750232e-17,4.4136838e-16,-3.317724e-17,5.1281585e-17,1.6187005e-16,1.7585809e-17,-2.7905448e-17,-1.4565236e-17,1.870211e-17,-1.5157903e-17,1.620094e-17"
146,"3.9191698e-15,1.7760653e-16,-7.225869e-15,-1.1826941e-15,4.1311308e-14,-2.7791865e-15,-9.256434e-15,1.5747522e-14,-1.778626e-15,1.518371e-14,3.9455208e-16,-1.3812179e-14,-6.962234e-16,-9.264832e-14,-2.6542783e-15,-4.5234787e-15,5.4274e-16,1.4340202e-15,-2.9317617e-15,7.2352436e-14,8.170784e-15,1.469193e-14,-1.1000004e-15,-1.0614128e-14,9.386397e-14,4.9722634e-15,5.5075056e-15,-9.150665e-15,-8.754744e-15,-8.061018e-15"
